web-scraper-order,web-scraper-start-url,links,links-href,title,salary,Description,Location,Applicant_Count,Skills,Company_name,Employmenttype,Pages
1739932687-16,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,角色资产总监Character Supervisor（动画工作室）角色资产总监Character Supervisor（动画工作室）,https://www.linkedin.com/jobs/view/3812452215/?eBP=CwEAAAGVHAZDchonfiDmmUKknrpVTkY9hT9GPxu_qCyOpoffSI3ha5Zo2ANb1arQh8MEi0KAEDzBsoQgfyKso_SqNv4pn91JKcDam52vSBf0mTrGKL_kr-RiUj7n393h-hGdJyf8x62-aSWKDOpF7asrvFjq5FSzjym75NZqPHMp9YdrrgIv-6xTRkWXHJ7jN9LH77zSS_f9EK1a5Lx2229-BK4Zc5kDBw87ZcRwh3svopcnAN5TQ7HpWHdvZUy23hm10bthFhsimcDSZqSde82fA9NbpJAEHF4ENSDFSU1Peut2CGG_XoWp7zEci17PgNBgAzdZjcRRDRFdAYNTPXUGpAOdriHtkZOSIIpispH1JycJrYmO3EnqtQ7fHxUWJg21bEvyImI6hVmZgmCBHVKkJ-83HlrdKGAx2CyrAiinI7VGhN2B_AOrqSY5dKcSo5DbeGN4kToR03jPqu1GCfjy8DG1H9XkaH0fSmYlVgs4lGTQZFXcyrOuLG5CX8SqEVS2bNeWrUHw&refId=ygTG5kMyzCW9rCyaVgSB%2BQ%3D%3D&trackingId=SPHy3w9qINMrNWVY4%2FBWMA%3D%3D&trk=flagship3_search_srp_jobs,角色资产总监Character Supervisor（动画工作室）,$80/hr,"Infold Games is hiring a 角色资产总监Character Supervisor（动画工作室） in Los Angeles, CA. Required skills: Skills: Visual Arts, Sculpture. This is a On-site role. Over 100 people clicked apply. Salary: $80/hr.","Los Angeles, CA",Over 100 people clicked apply,"Skills: Visual Arts, Sculpture",Infold Games,On-site,
1739932707-17,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Animation Director (Apex Legends) 
    
    

Animation Director (Apex Legends) with verification",https://www.linkedin.com/jobs/view/4144541912/?eBP=CwEAAAGVHAZDcrcb7XyhRv5KZq_U1pWn1EkAodSfuNH2gKx_qpiKn2Cm-IZcKRF9TRa4dztnrOBLkLFZb-wCrMbwZD83wjSbT5Jti-oQJrAbkqws_a5lotlcCgAaeS7yfSBRqgHTgPmKWFqgQ4pzwd5sARJ3nTNF7d1bG8bWNsBCQn5RoP5Gjp9DG5HxDiy9RhhrCE_nHesAG7erudcBidGuV--gCQsZtCPAz0jGQgF0ScT5WBvRxyeveUFWpAlOuGdNkO7aKesP-Ieafvj60Gbdsobv7oSf1Qeb2Z3gNrFv9Si3aCgFyZANuiYAQnmv-K6q6R5GgXiWZjNkgQiyzXJwvDPOQNcrrPTTDSVEH1eg7yseB6JjIuMkMPDl2OK5K2RbTLhSqcXLv1A05YCq4RQZuLR3Uhk-V1XM13D7rgVd8TNnriGkXC45AUWEI5IYZPA6q-uhEIol79nld1kIWuP6cPk_n7k1KJkKaHdRmKXP-9pFZWCyI02NhK2sK1C6NccfIBgMtWg2yd4&refId=ygTG5kMyzCW9rCyaVgSB%2BQ%3D%3D&trackingId=1TWdp73FEcyp5IZXidmN%2FQ%3D%3D&trk=flagship3_search_srp_jobs,Animation Director (Apex Legends),$90/hr,"Electronic Arts (EA) is hiring a Animation Director (Apex Legends) in Los Angeles, California, United States. Required skills: Skills: Advertising, Brand Strategy. This is a On-site role. 52 people clicked apply. Salary: $90/hr.","Los Angeles, California, United States",52 people clicked apply,"Skills: Advertising, Brand Strategy",Electronic Arts (EA),On-site,
1739932727-18,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"2024-25 Lecturer Pool Computer Animation and Game Development Program 
    
    

2024-25 Lecturer Pool Computer Animation and Game Development Program with verification",https://www.linkedin.com/jobs/view/3837894252/?eBP=CwEAAAGVHAZDcoOcaKp4pwTUvmT-rl2LfuMBL1CR01LrAJXYnELONBE3IH6jKoCpGbr-AEUE_DOZLLIxzzP0GSpPp2dVbA39FT7H4KU1EyV53OXOtL5qvm0HDF3Bg7FJRgaQyjHOslgUOdTNio9PRUUAZ2B2SGoEnVy4JtBLnqPfO6wifXZ7UtMmpOQA-yV2PKogBm_lNjcejJJ_o05M1HiJvCzZaPt9aOgHs1qFtpeQ2wq9ue83WFb6WkCGtxoUSRoFfdKBTSYUn4CEFSRGfBHDgAvm6bCtavXYp-W-4_-7V3gssLWMJP1G-7YKd8liMhsaID9WWPJ2xB7bkchYQ08bU9UEUnmfA1gXNqDzdIazuABXG5PTke1T5UfHxtGPAkGX4fRqsu3xCS-lmLCTvbSvQhjjnrtpZR-92L5ck8sfHBfVEbOwH8SOXVwIky4wYkmP1J0LI5eOTqV9VrN-14ZusIPignXTUFOEy6VUCbukWkzpNSsmBJ_kJutr0cA_pH8YxQ&refId=ygTG5kMyzCW9rCyaVgSB%2BQ%3D%3D&trackingId=uyoioemxBMklNyU4qnkJEg%3D%3D&trk=flagship3_search_srp_jobs,2024-25 Lecturer Pool Computer Animation and Game Development Program,$80/hr,"California State University, Chico is hiring a 2024-25 Lecturer Pool Computer Animation and Game Development Program in Chico, CA. Required skills: Skills: Illustration, Art Direction. This is a On-site role. 12 people clicked apply. Salary: $80/hr.","Chico, CA",12 people clicked apply,"Skills: Illustration, Art Direction","California State University, Chico",On-site,
1739932748-19,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Sr. Environment ArtistSr. Environment Artist,https://www.linkedin.com/jobs/view/4140959799/?eBP=CwEAAAGVHAZDciNE_cJHuWqcInsK02_3xeyVCeQYljrQuhrHtm0PTizMzpG6q4S_cfa_Z8t6WjRU8ez3e6xhPO84Xn0Jex0skegsnFtMKL4ASqAom3stGR-hgE3xyBfh2IqtY7tRQ19QTH1HVFeEmbPTls5xcr8WWhLjtZs2py8ssW8v_hru1R7rH_kOu7Of0NUZedHWU5CIa8exPXZ13KLAkzWZKzDw4fgvT6jjkpr28WgNpFap1PeRA2Siz6lyLqOCQ5S_aoHKpaMcf6ZHujVEA0BF9FHkzXGnGC9OmK2dovV2BSRTHHoGFjwB0-sFsIK17jrMUdE1Wi-JUfmfeWoC-IYiXZe-CHBcIvlktDd51HGQLpIbvvKWD7ryMhml2wnVROd5E9dvYzmd-pMZ6QuAfxi4lmeEx2IDeW4fL8b2Iyg8QF_FOaG5InTcAsgSEqWGhhFgrRVzY61My_j4QpbtsvI0ky4pKpZmJR7rrX5PMwfkLYiwV9k8kjS4iM8u&refId=ygTG5kMyzCW9rCyaVgSB%2BQ%3D%3D&trackingId=MJ2fvLYo7B%2F0bTxvDZ%2BIWQ%3D%3D&trk=flagship3_search_srp_jobs,Sr. Environment Artist,$30/hr,"Blind Squirrel Games is hiring a Sr. Environment Artist in Austin, TX. Required skills: Skills: Typography, Graphic Arts. This is a On-site role. 49 people clicked apply. Salary: $30/hr.","Austin, TX",49 people clicked apply,"Skills: Typography, Graphic Arts",Blind Squirrel Games,On-site,
1739932768-20,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Senior Designer - Motion GraphicsSenior Designer - Motion Graphics,https://www.linkedin.com/jobs/view/4140302321/?eBP=CwEAAAGVHAZDcnhjqLZTNYXasWScidzFf318XHKBGENX8NnPf2SGlFOTJX9foEChE7O3AOfojtY63c2MgK81iTBPA9whZXbcjdQlK16c6Q1l-mgs1CuVyWqHYjqH8w6Z_kzzPVQCG4wIipc6u0lSeNepmVcB8tV1bxeWuG7UocPMOUoXlpmXxm4gzKt9ADhYIZkdGqA4DbTqLt_4AcSyrHjmMu5HYE92FLQgr8THPqb8av96sto-oF1ZlnkczLOf4WmYc9PdZJkbf9WUn0jT3Pi3YhTb_slzRJGw_tFkdhn7DXSKj3zBCcFxBMFtkB2msNDJyQDhFBcjVbBiRWCvoTdJplkHpwU78Qj27Bn60Z8w5HJeZxoDuCkyLMrfmH3v7Mv4n14Mi5xzxapDppQ9Cdj457TBG4pA5IwCSAgsH0zITg5C1lp2Vd5znBThugnIn-xWr84w32rSoy_ubV3hcW1vauUY8prLZY-K_ooUUoAuhBJGbYT_2BjQeA5fUFyb8Ab-1eS5_KDkxSo&refId=ygTG5kMyzCW9rCyaVgSB%2BQ%3D%3D&trackingId=d9XFsELb4wbf9Qne%2B3pHaQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Designer - Motion Graphics,$60/hr,"BSE Global is hiring a Senior Designer - Motion Graphics in Brooklyn, NY. Required skills: Skills: Digital Illustration, Visual Storytelling. This is a On-site role. Over 100 people clicked apply. Salary: $60/hr.","Brooklyn, NY",Over 100 people clicked apply,"Skills: Digital Illustration, Visual Storytelling",BSE Global,On-site,
1739932788-21,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Senior Rigging Technical DirectorSenior Rigging Technical Director,https://www.linkedin.com/jobs/view/4081901296/?eBP=CwEAAAGVHAZDcpw4EcelG0M-JkyRV2B39Qi2-OcQEO7sth8ith-p6lM015ccT1xfxgC-BAZE3U7-DhbcFA_C20_hT_VOgkSCLOkgWO6FbB2CBpveZaffHMob4EKar9BRZVXEUuhPYVlNutCwqCcami8TtBs3WI6-k92znmcLHzQs7AVc5TLKWRxMfM1cJEo4flKfZRuBvOpE_s7JgURkWvs6PihEHTIn8vnWhi9-IW95FbzVmxC7oVvxeq34bBYGJm6CQ1wm8oRsVXld4FxqTCyYgMqL9ar85SUOJPCyvNbDdRfYj5p0t_Wc8ghEt964h7p2ocp_Mg5AcqLnPGiutCIA_WjGTAt9E4ARWSkIyoYmOmVCMfagJeDHqU9aOmif4OKw8e_Qw3-nqkLwmbTfvJHESxpPYIUHaCuuLZK3pwTWO0ozyRrPTNPxqM9wa5aYqElcOQLZx00ASnOrkkliTb9k4DffRg3peu9vnP4sWgwiLc_KlytXrkrDkbMSpUl7&refId=ygTG5kMyzCW9rCyaVgSB%2BQ%3D%3D&trackingId=REmhzvGVY71CYlWKzBhXXw%3D%3D&trk=flagship3_search_srp_jobs,Senior Rigging Technical Director,$80/hr,"AGBO is hiring a Senior Rigging Technical Director in Los Angeles, CA. Required skills: Skills: Audio Production, Sound Design. This is a Full-time role. 37 people clicked apply. Salary: $80/hr.","Los Angeles, CA",37 people clicked apply,"Skills: Audio Production, Sound Design",AGBO,Full-time,
1739932809-22,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Digital Animation Teacher (Part Time)Digital Animation Teacher (Part Time),https://www.linkedin.com/jobs/view/4050542254/?eBP=CwEAAAGVHAZDcjkgz6cpK-_j5zmiy_xAYPSm4iRIo7j6wPcXAZ_dq019HNXCs8IlDsXbr2x9H13voUzFh7zmp85R6QRtgUzmWIeuZ-_T6VPrWGPkq9Uuh70j--fUkg9w7SaCKb_cLmwDGetATf9Sfd0aFIpjrBthQBojPoelJcjVgi50X6d2n9ISczn9Xjr1YCd23A8wVsWRR9x29ZPB5T3WrsrtA9ugJUnBCBC8wU7BiOQungci2jGk1pqpucjE66q0EUVPzGMccqShN842EeQUpr5H9WqjLXrNUq98sPs-gBqxQw0Bvm1KzVTxsF_uylkBm54DEx9SHXfaLu3IRqNCSzRAKQfei_YHQT4l4qclZIavI4qkHkxDkqaYfU4nbV5F8bwU5tbQOySGZDBbbQKDJHyI6Os6dgah1kv8VWVKvSkD9jJgN696dUpmV_eftxizeoFadGKZeEnVMl-CwXwxULjw6gHxMaicmIpDzaT2nn4t6o5HekpWFsud4KaVvUY&refId=ygTG5kMyzCW9rCyaVgSB%2BQ%3D%3D&trackingId=T3msSqq35S6vEdCKD3FtMA%3D%3D&trk=flagship3_search_srp_jobs,Digital Animation Teacher (Part Time),$20/hr,"Concorde Education is hiring a Digital Animation Teacher (Part Time) in Shelby Township, MI. Required skills: Skills: Character Design, Storytelling. This is a Full-time role. 8 people clicked apply. Salary: $20/hr.","Shelby Township, MI",8 people clicked apply,"Skills: Character Design, Storytelling",Concorde Education,Full-time,
1739932829-23,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Motion Designer | HorizonOSMotion Designer | HorizonOS,https://www.linkedin.com/jobs/view/4120824723/?eBP=CwEAAAGVHAZDcVnJkdoHnfNk74HwQzrRVRT9BttXeRf5pN6nx7gNHeZtrEwTNYx5rCwLDIFoY0GTbt3m45CuZtudcEeXTcDJOE60EIF5iGkLaCY4MG7TgPSedpy9x07nTAct4Bv9v3tjuKQfmr1d25JThQuJLAfcmu1ZkS9C1pheNNCvSU7gYDzH8NV01kV1Fe5YhbNbR02VBbE6KzFpoVKKV-PuHeu_p2wM2dFkoEUdoqdGujx3ADvaFQJD8qHY60Ysht7YVu8bGp_Tdfs-hzgJcdkcbfW-CNtBsFXDjl2IzOMAt1Qyc13Uj-WZ21F9bQtLw4wUQTxMzbj13uC7cftz4E8-QZQWWZAFGBHwuACGqh26HvTWO_X0v0NouMl07VcAZNRx3s0vyYV48-wmc0Tt0Pknyq6QXJvDFuVaVhUnkT1-QUQIlq5G3sBXjN4P1XqlioW0vT4STBqk1l7trJCI8cnjE93XjMadV2mm-yKbUajXU2ztWeiXlDkjrOdx&refId=ygTG5kMyzCW9rCyaVgSB%2BQ%3D%3D&trackingId=BxTX%2FtSV6xfVoLiTK5Fl8w%3D%3D&trk=flagship3_search_srp_jobs,Motion Designer | HorizonOS,$55/hr,"Meta is hiring a Motion Designer | HorizonOS in Burlingame, CA. Required skills: Skills: Fashion Styling, Art Direction. This is a Full-time role. 21 people clicked apply. Salary: $55/hr.","Burlingame, CA",21 people clicked apply,"Skills: Fashion Styling, Art Direction",Meta,Full-time,
1739932869-25,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Motion Graphics Designer 
    
    

Motion Graphics Designer with verification",https://www.linkedin.com/jobs/view/4129206744/?eBP=CwEAAAGVHAXw1dAQgOJl6pOaobZNm0_-N5mRd8GWpH0ZFWfSZWwjkmYLMCgO3ge0JLCnwmKpV6kPHYwxOK0TyCldiMV4rtGbOhOPEMbQ_u5ob_7lh3heU3iYtlaefwWhjXW544ovYTLbAOiINr7DuQNk4FXBBJ_qi1ZvgpXXyr2E5LD67IT1YK8kAgK0FiYUae8j64W3wN_v29HRU7X-h2UytXZEWtLaMNfb2JixGmYob2CUSegmt-CCJi99bX-N3G6OBa4jkAICwK4SIr4xYBg4VP_6EDApllIi8zfNz6If7a95WPzyIE64t435o-bPmEmqEW6h2_XpA1Id1b8zmmCksdml0cl3kI6kLgYY9ZK_1d7P_3DC9su3Zm4UMh2Et6MZr5n0kl44uWSizs38MIVi9wN6W9fZq6E0OVy0kpcM7b8Pe2J6omOdkhva753pHfQe1-PnPaER9zdvC3GGk7h2GVzqrn2DLA9MrqGlx8FPdZhTcPsV47Xi3gsdIQkk0TJZ7AzcXhKIh7s&refId=rHR8Pk3hUf%2BaDIPSTmnYmg%3D%3D&trackingId=i0we0eTq16NpDn%2BFisltTw%3D%3D&trk=flagship3_search_srp_jobs,Motion Graphics Designer,$65/hr,"Accel Entertainment is hiring a Motion Graphics Designer in Burr Ridge, IL. Required skills: Skills: Drawing, Fine Art. This is a Full-time role. Over 100 people clicked apply. Salary: $65/hr.","Burr Ridge, IL",Over 100 people clicked apply,"Skills: Drawing, Fine Art",Accel Entertainment,Full-time,
1739932890-26,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Senior Lighting Artist (Open World Game, UE5)Senior Lighting Artist (Open World Game, UE5)",https://www.linkedin.com/jobs/view/4056068865/?eBP=CwEAAAGVHAXw1Yf91CtGXrysLSAsGDLCZDdYg_aBhYyo4TAtyfVne6_E6yJwB4ioAkGZHq-pQyVleQSpfkNCHYj89WAtlVTqhqEprPk0_1XcyBIec1okc6dcKxbIaWb4hyGY9qC4QurilaAG8dk7AZadxE8YEZ9N0L6jYYxTxjj4HW-CH-9wQ1gYbX-SSGDrkVRX_z-iWJ0f3Qm5bHi-q67Z124CIOWppKT8QLqixoU86ubfrUwzFKk2PigqRDsxLGNxuoOFps4DvPAKyh8m8gvUlYL1Lfh5_CfgWNkiVm-FRrf6FZBWSWOKZ0mTUeI7dJ--QkscwupP2-1pVRz3fbPdQ7lvM_c0JHnAs8lIDjgsXGhT3zxWiTPY1FPeIcS7gtddn5gI_jcEuRxqxQtn5Sxfnax8l0uNWpWiy-w8cn7X26HItNEqFI9X9AFNWMFbUtLtuAu3CVSY2BkAKt5y8JMjeM6gNSfchE-Svx1ZmlDGFtOxm-lAonotb4hOfEs3IalbrPUe3Q&refId=rHR8Pk3hUf%2BaDIPSTmnYmg%3D%3D&trackingId=k4mrY2YzCKHwQs%2BDL1Ig8Q%3D%3D&trk=flagship3_search_srp_jobs,"Senior Lighting Artist (Open World Game, UE5)",$80/hr,"Yotta Games is hiring a Senior Lighting Artist (Open World Game, UE5) in El Segundo, CA. Required skills: Skills: Content Strategy, Social Media Management. This is a Full-time role. Over 100 applicants. Salary: $80/hr.","El Segundo, CA",Over 100 applicants,"Skills: Content Strategy, Social Media Management",Yotta Games,Full-time,
1739932910-27,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Senior Motion Designer 
    
    

Senior Motion Designer with verification",https://www.linkedin.com/jobs/view/4146191488/?eBP=CwEAAAGVHAXw1ZuBTs3R0y7bIugbgxDt8SDgQEVbJs5CPOrBGy-U1VZHi5wSUduM5CanALo4WmHo9PzRjuhugUQnTWMGksuH2E-dSdvDu8iaSTTNfvvFxOisU50Erttw9JF7VEShlFHN7fNzQ3vENDl-YtF9M2hndz4i5399gCDI0KYRZN_z25gRQLYhdWsHz8HrZlvgiEO6C2fIjjMlRVAeU3K4WF78pLkkBbRugUE_sM_789ALfzZgOQRl3fgVCl0MjjMbo6mOTz0s6BfUbCh7KR4NsyOWBZnkGhVu9iPxvInOenneP8c6dWlJ-Ie2YiwonqO6NmA1TrcQRNPvfHngTXN4z9t4f02Qqz9OfuJqoknfN-QZZblBf7VmhHmQ-KGVxIVYvdKEAY6XNpNR_A0zNnrJLuP1I2FG9sjfqthl8QFIAXBvppa8feFJuXEDHK7D4k_PCUqNpf_UHLlA54Tdv-pcu6UmLK4ip_mLKDN3EiWgeu73-8mnsURAxmrfylKZ49qNRVW0iww&refId=rHR8Pk3hUf%2BaDIPSTmnYmg%3D%3D&trackingId=i%2BdGb7jv15PyrCTIf4yf2w%3D%3D&trk=flagship3_search_srp_jobs,Senior Motion Designer,$45/hr,"Monks is hiring a Senior Motion Designer in Austin, TX. Required skills: Skills: Art Installation, Event Planning. This is a Full-time role. 57 people clicked apply. Salary: $45/hr.","Austin, TX",57 people clicked apply,"Skills: Art Installation, Event Planning",Monks,Full-time,
1739932930-28,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Motion Graphics Specialist 
    
    

Motion Graphics Specialist with verification",https://www.linkedin.com/jobs/view/4145590785/?eBP=CwEAAAGVHAXw1YS0HEN9fopHXfR9OIVnV7M1LzM2LThDZGHm0HS5JgCTdF1f-h5tcVIb_4EMRGdBS3XTgP-MDRz2_7fYGWe7mAWtKnmReGSbwxW0jgVZLQGhTvkyeJv8Fd-Qt19iNIEWtg9RWSVCSSaP6sQsxw-WrsUa73HQ_cy2CcniSLEPOucRQDAfDGBQZ9Zx_SahCUF64_zjBBZKDGHZjqgqe0RyXOrSiOtZjVNF5oeJ_1EnTThv_W9_WPUTfVpcvF3sCHWu3zvC7V3I-1wpN0hM55HZnGbeDXxi8hdgUHGV3DwqJylz3s-BMmpUAaingyiWu4RAPxi2XNsQT76qHhVZwRJBjj3to4uUElqB6X9aKT1d2bPLfKFdue9U3LgXmt_EzAAyBKJJmera9ldtN8SVk0VKAsE_S0neYlxmeKwVbAC7dDD0-Mxb32xGihNN8V__LKT3UBit7IlbG1T607p3_2t8s-Co300&refId=rHR8Pk3hUf%2BaDIPSTmnYmg%3D%3D&trackingId=Ht%2FjBT2KNMFesZywWonbIw%3D%3D&trk=flagship3_search_srp_jobs,Motion Graphics Specialist,$35/hr,"Apex Systems is hiring a Motion Graphics Specialist in Atlanta, GA. Required skills: Skills: Photography, Videography. This is a On-site role. 35 people clicked apply. Salary: $35/hr.","Atlanta, GA",35 people clicked apply,"Skills: Photography, Videography",Apex Systems,On-site,
1739932950-29,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Motion Graphics Designer 
    
    

Motion Graphics Designer with verification",https://www.linkedin.com/jobs/view/4123114421/?eBP=CwEAAAGVHAXw1W1uWdJ-w_Pip_uBB01-9zLkwFKE4w2zeJRgBnCTsJmM785fArwDjAssS6QsbFfOvYMWShOtIwKICOQaWezf2I5Lub3WZmbF2S_eRndrjxwY2HNxgerIPUyaqy25gYlQ5Wppely4djH1l7X2zbWH6oAX0rRyAp_q4Crud7OoDgTl5ZGwWBAY_5OhQBfijQw0V_LkajhEqkZmWPwiTxYbHWueF-jRA6jEoNa2HihQC1aGSwE2RhwikbSUZ_DeK5_jDw4QIsfyVgnxJSnz00hsnNE-Vd8Rrga5JAqZJ0Vr5AlhDqPSnX5nZk2yZYrtmsWkxzOCH0Jo4iVe8ZKFDTujBDdQUbRRcL4ydgm9Zu3BUD3OeXuGO00DF8uxEsLEi1oXRMANp8blU2Z6xSC4EXRuedkqNqWeC3N-UFh96ZaZd1tClXLAJiFzvVlgaK0pA9sxH3wkw24DUjHXcgNeRAf6Vl1CJnGFIOjE4oSXdNbB7DzynOvsiBLLHFHrXwA224Ao&refId=rHR8Pk3hUf%2BaDIPSTmnYmg%3D%3D&trackingId=mBdP7hKcAxkHejeL8vcUFQ%3D%3D&trk=flagship3_search_srp_jobs,Motion Graphics Designer,$80/hr,"Cella is hiring a Motion Graphics Designer in Bloomington, IL. Required skills: Skills: Commercial Photography, Product Photography. This is a Full-time role. Over 100 people clicked apply. Salary: $80/hr.","Bloomington, IL",Over 100 people clicked apply,"Skills: Commercial Photography, Product Photography",Cella,Full-time,
1739932971-30,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Head of Story - FeaturesHead of Story - Features,https://www.linkedin.com/jobs/view/4126295187/?eBP=CwEAAAGVHAXw1Xa1NfVeeFBq3MAOOpxqONk0qGoEnCJ_6DgeWBUbk_RPLAbU7c1Lt8v-jYQGDWWzhTjH_dTfeKBB6x0Bff7X2GaDLLVBtEghADnEoiVMONiW-vKZcaN5alGtMXJ3SxLPgUtA6ezuLF-UnlgKL0dJW4UWGGu_AJCxQjlpR9WDgdtlawvBqhuWzWBNkYVys8wrfhLW49Dh_GoPJ-e7Onw9ow0lUtQ1nt0KoNKGBczl5tF3YQQtYvCKHuFj6wJ333fmGOQPWQP0dWzySOo-mAZZAcHdhB04Gf2Kl3O5bnOLm0yhZJ4hX6rzpgB3052wOxNX5dO1v51kXp-SOapG3bpXSzV-cBypc1DwhIH_mZIKvtH5u3Kv-W9se_S0PZPMoxJz9ILpBXVhovvAdoeXH0yWltwfptOHjCNe_DRu8Oj2ZbCHSAiCsdyIq9oKCkQ-q7AFYyNqlep2EP5GUpze2IqiDkPjo90vsYCVvTeCqmqyBHB7M-AE15Lj&refId=rHR8Pk3hUf%2BaDIPSTmnYmg%3D%3D&trackingId=7sG3G0vrEu27OKYgBm8TSQ%3D%3D&trk=flagship3_search_srp_jobs,Head of Story - Features,$87/hr,"Sony Pictures Animation is hiring a Head of Story - Features in Culver City, CA. Required skills: Skills: Art Direction, Brand Identity. This is a Full-time role. Over 100 people clicked apply. Salary: $87/hr.","Culver City, CA",Over 100 people clicked apply,"Skills: Art Direction, Brand Identity",Sony Pictures Animation,Full-time,
1739932991-31,https://www.linkedin.com/jobs/search/?currentJobId=4157083876&distance=25&geoId=103644278&keywords=2D%20Animator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,3D Designer3D Designer,https://www.linkedin.com/jobs/view/4157567144/?eBP=CwEAAAGVHAXw1ehCOMtiNZHypSvCtWWexM0ODxB9F3BjNtewklE1JesJye-qucbOqbRBn4OP37NCzZaUXGFXFPeQawim36VZfwqKR6B7x-xy7sA13VpHXmG17B-nN4J8azsGmxDSmPahYeYecWzJf7_RIyfevkVwk0D3V1WOwMYJppExwBvz9D6pC4A4a0zIDseGss2kxXEjdDS9wZ0-fY0CXBV6in74N-_oIkIuzj6oQf764FIpulSbHgqzTb_9h7PsEarB8BKWEhgRxBR0HMMUgFTXSyfkIiuj4YKtb2WMFQhYQlVEv_VsS-nUvCXF3P6mrzlzwMGSv_JXME--6FjtKqjjl9ph4MDT9utKt2gdbmhAKKSUl0awLkqRrqu7TuVAiB2CW9WEvpaXw0Or7SXa1QA1rRNX4-mjWFM5SmEyMSelbffzBNdwhr46uUGqwK4EmCe14UQWtZ9lbeb1StjaQbAUzgNhq4nN6v2eC8vUKspT1Xd-TJ36Y9sre10rfy5HChsQslQPlZTz-g&refId=rHR8Pk3hUf%2BaDIPSTmnYmg%3D%3D&trackingId=66Ra2Eg1vvByhXtFdQmcpA%3D%3D&trk=flagship3_search_srp_jobs,3D Designer,$65/hr,"Artisan Talent is hiring a 3D Designer in Carol Stream, IL. Required skills: Skills: Marketing Strategy, Presentation Skills. This is a Full-time role. 12 applicants. Salary: $65/hr.","Carol Stream, IL",12 applicants,"Skills: Marketing Strategy, Presentation Skills",Artisan Talent,Full-time,
