web-scraper-order,web-scraper-start-url,links,links-href,title,salary,Description,Location,Applicant_Count,Skills,Company_name,Employmenttype,Pages
1739840961-15,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Technical Artist (Contract) 
    
    

Technical Artist (Contract) with verification",https://www.linkedin.com/jobs/view/4080371877/?eBP=CwEAAAGVFpa3i4dUgQNaGdG8AAwiQf-5ZT9UQp-1W8-_0-yiUNmBC7x174Lg9md4YPI6ktJ6fidIysgwceQnXT01goN4r1kC-AMrFwJD-sEZJNqnA3uRLoNKk7Lh65pXLm1oLl7YsjesK8ea-QvJ6vkndlYmIwTyUtt7t42ahest1Cy3EMBHge5e0RQRnFSJenn5MLQdbJIoo_nLrJqXbhJkSaXRdYH2kHmgAZbzPWhhGSi4h5ylXSUKnAAORvAYu2qGmEWeaNGDqX2opBLBcj6cHyHk-uje2TqLw7AKYHDyTrf5CbwWh23O90zG8RfjkhAXcBsRsoazxaTqUKGwz-lR0Dy-oRFKMv_R8zgx6JyXpHu8_JpXvleJ_VbZGkJ-LYjzEDIxASdq8FO6YizdAS33JqPDiQfWEji7N_13RsR936HyXPuUHuEtRJTTf43RH9rBaxsLMG3g6RNN7-TWwuKfgGg8t_k9fheGI86pHgRPKjQQ3muWEfd5qJ07tqjO8_uTgWhr-yc5&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=jEBXnXinti%2BZ6Ou4z%2BARZg%3D%3D&trk=flagship3_search_srp_jobs,Technical Artist (Contract),$59.62/hr,"Anduril Industries is hiring a Technical Artist (Contract) in Costa Mesa, CA. Required skills: Skills: Animation, Rigging. This is a On-site role. Over 100 people clicked apply. Salary: $59.62/hr.","Costa Mesa, CA",Over 100 people clicked apply,"Skills: Animation, Rigging",Anduril Industries,On-site,
1739840974-16,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"3D Technical Artist 
    
    

3D Technical Artist with verification",https://www.linkedin.com/jobs/view/4065429826/?eBP=CwEAAAGVFpa3i1ZvppyRlQmUyrEPPP2TJ7mKJ7d32G5-fs3ZZqJyIe8_PZd2jQQjfoZbuMpYVJe32V0MDRUQOnR5EeFNDyzTXVfn1RM95vayIoBz90UMj6bf6_vlqyVlWWqUJXYaoWfZux4hGCrjw_-MZGtxkiIksfe31MlRHzycSXSS574tF_jJcvC3ntWTAwmvAEli7APp9oo0JUvN4KoEbST1MC2NEkAybveaopU6tKlD7j2FkCJkV0KCQCLZKmeP_IWjFsDiA_MmoRlG-AAF7wKjDfBf3OUlN1-ibGF0s6juQSdPgdsrQ60FjBHdm3WaQzZgA8Lx-q66EZsCTTZ0MM2PaYUsNloD2HU3eFDghEkqA45d71ExJPdgz0UqHPzPK_FPGA6N0f1JpESpUZbqOrpIH7o0Y22FHnwnsgCHg02e26mBxJolLc5jMEsbwgmKomZrbXjlkFNXeYUIEXu7eOEyk2dkM0ZYmjGNskmrM4A29Fi-IuLo0LygEvpM8fs&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=WS3%2BZFm4%2BLNM9vzOFR31%2Fw%3D%3D&trk=flagship3_search_srp_jobs,3D Technical Artist,$72.6/hr ,"HNTB is hiring a 3D Technical Artist in Oakland, CA. Required skills: Skills: HLSL, Virtual Design. This is a On-site role. Over 100 people clicked apply. Salary: $72.6/hr .","Oakland, CA",Over 100 people clicked apply,"Skills: HLSL, Virtual Design",HNTB,On-site,
1739840996-17,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"3D Designer - Content Creation 
    
    

3D Designer - Content Creation with verification",https://www.linkedin.com/jobs/view/4150681949/?eBP=CwEAAAGVFpa3i8Tn33bw2IuhbnoOXD5xlAsn_XpKpTHc1aYYvw5qoW4yoAvQVtm4E0DI3tMEsN-s7MjxzsAF4udK_y3hPjyl0Uy6XFaZKFyxMkQClZgug2ME62S_FAEAkB8cuUQ2r6ZpbJG_QhXlzERo4RDALSZL_mGMhsf7cldEhD9sHm7ME0nRhlEQ6oRruDbXlqCjW2LS5Z3ZecCJkuMYzRolGE5G6MBdrZvvK1b8YejbA3hkXIp8m6KA-R85a7LlC58WcUAKeqzMkfZaGR6-_iE86gCYVvTMmoOB6wn0HIacqe5BQAZeqB_doSVk5dVoaIY1C5WWd-kVCqGF-ryE7UCxTHGtvi7Bej-qkPEEoW0TWG-GBd16QH3ftCBUP7kskdmMGF8yQz7GB1UCPnt_dmavEI7gKsgx3pL2d5u9L19SiiDtDh3o8y07e084ckus0qEgeq0fnlu7h89jlx5dspjdufxLOUVi5ELit0HRkwA-Uz3tOtADWDdJPhn_vo8H7pQEuEJcxZo&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=QAmuRbGmy7xflO1yImtqJQ%3D%3D&trk=flagship3_search_srp_jobs,3D Designer - Content Creation,$67/hr,"Skanska is hiring a 3D Designer - Content Creation in Atlanta, GA. Required skills: Skills: 3D Animation, Animation. This is a Full-time role. 38 people clicked apply. Salary: $67/hr.","Atlanta, GA",38 people clicked apply,"Skills: 3D Animation, Animation",Skanska,Full-time,
1739841017-18,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Technical Artist, MetaverseTechnical Artist, Metaverse",https://www.linkedin.com/jobs/view/4120820923/?eBP=CwEAAAGVFpaVcD0zSNR-qm32tNL3HFmMizssxXwC-niCpfOb-aTpGHmJtT-hOuLEIp4cClq4V2B_00MiH8Be7EAkgQ5G_SR7FUS92a9VlW9-DAAX1Cmw4eoj0x-YVpfc_QsrBhB87hAEHCOi5HS9fahq35gS6UWOcd76LL9hm2GhOxXF6O49igCWJ-l8g0sZwwgshCq0owjAdhWCD2-fD48U1410rm9n7e3x3i1ChJx0t_c-iyl1Xdril1HcMG8S2CTB4LTjrb8R5OIZrmTYmGQqq3AflICGagCdYhWHgY7eEkOeQkeSLDxeKk1qUD7J-1h-PaA7bvtwDdtQI4I27MF5JJkIsux7klea4-i3lUV8NXRGoi8lU87aciJAyS7nuxGhB0DaAJBLKp3j5flm2qW3Q8POPjzko4PIT-lHSPe-Q60KKdO-KSyDll7PAuIqWI4Z1abYrpC13vK5McHvBOVrtJdr8WaaSJjE2MRGbU4E4i02F6-GUCi6foK9vg&refId=lRZNRCy1UVEmLqecfLcfyA%3D%3D&trackingId=pV8%2BZMdrr3RLzx9MEpiG6g%3D%3D&trk=flagship3_search_srp_jobs,"Technical Artist, Metaverse",$40/hr ,"Meta is hiring a Technical Artist, Metaverse in Burlingame, CA. Required skills: Skills: HLSL, Programming Languages. This is a On-site role. 26 people clicked apply. Salary: $40/hr .","Burlingame, CA",26 people clicked apply,"Skills: HLSL, Programming Languages",Meta,On-site,
1739841047-20,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Senior Animator - 2D 
    
    

Senior Animator - 2D with verification",https://www.linkedin.com/jobs/view/4140305716/?eBP=CwEAAAGVFpaVb8wyFZmXL8QtFACKW8mfPQzOMcT1ZVJ_avmn9Ol750U578qGqIce1dDiiAF-xsd-3Kfs8O-4botYlvM8krWKfgMTpwQrV5DdnQEAVYRq5-MB37VIVvrU0szX1Fm1JQKrHa323gYzyGE9Mymh_uSW5Lhn8MLmPU4KYisDRkD3-K6I0AWlHuxS-J1xbJcqKiBBrENvkAWgWULzlSHC4XkOZyj-FamKUhc86tZl59pi0Ap_2MQTF1Bada4vSNK8h6gscU2JAVlpJwbLQeWyxMsffXZ8c8jiYvQox6_fZCV4JSyXB_a7irLrV86wr_-_J6kxgNgnE3QUUvRGsQgWD9uZDMWMnmDFlBnO_nj43Kwzhm_diWBWWcYELp1cw4Ak-uJPhjcXUXZhSFpqRiaF_hdLlR1xUzQBby4OyW8h6ZVOx1uUl7qo15GFYaBrD4Xlx8xj52uYoTuCR73Wgqiu9WrRI9kbu2ixLfHF2KByw3A2Hox8jWvfCMJ9fYTWS2FWcZMF&refId=lRZNRCy1UVEmLqecfLcfyA%3D%3D&trackingId=I9aywpdSiBr0xgP4o0kSVw%3D%3D&trk=flagship3_search_srp_jobs,Senior Animator - 2D,$103/hr,"VGW is hiring a Senior Animator - 2D in California, United States. Required skills: Skills: Animation, 2D Animation. This is a Hybrid role. 88 people clicked apply. Salary: $103/hr.","California, United States",88 people clicked apply,"Skills: Animation, 2D Animation",VGW,Hybrid,
1739841062-21,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Senior 3D Concept Artist 
    
    

Senior 3D Concept Artist with verification",https://www.linkedin.com/jobs/view/4056631943/?eBP=CwEAAAGVFpaVb2FlOWbVTHSKLDXidrZmKiXMyL0moHz28FdP9R63GLFh1D9fddjGrhOVXtpBHgB01Q2uH-LfESeGA6FkYRH4sPWAhp8yoxbPqKS_scDlfNmZVDBJedxZV4kPXhgn4ZPxkGK1kKPfLRBdceudlu_rfilW-dzTLooevJ9cvJxSz7NahPBiqYTid1JyF34Ow42tt1EysZ8LswfW7M7Z97yfokFLJ-vt93S_9F0w-iu6-qwCMUxNUfnwz4wfETfgAY2Qp0dJ8pdd_6wtmLG33bRP3gZSWqfSMY2M1X0M8SU1uZt4-d_Bns3PCBj7N_tiEtUr1IFmW5jpn3Ss-0G_xJOqOadp-xVXEz8Hj4NImmfho4gnfq6x11SytaWhlTwn6qzQHU8bdHZQ6dLgtbtfECwxLMyzY91-3UzbVK_lnu2n1OtWLkv29Buy_mBYuK52IfMAQp4rQmbm_gAyNGvpfPvvOh3TJhQrQkZ6h0iZJyMTA5qaDgShrKMivXKrZ3dvGPX5sJ8&refId=lRZNRCy1UVEmLqecfLcfyA%3D%3D&trackingId=XTryBTGSzLhLQ8NRUlNpJA%3D%3D&trk=flagship3_search_srp_jobs,Senior 3D Concept Artist,$70/hr,"Vast is hiring a Senior 3D Concept Artist in Long Beach, CA. Required skills: Skills: Visual Design, Graphic Design Principles. This is a On-site role. Over 100 people clicked apply. Salary: $70/hr.","Long Beach, CA",Over 100 people clicked apply,"Skills: Visual Design, Graphic Design Principles",Vast,On-site,
1739841076-22,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Principal VFX ArtistPrincipal VFX Artist,https://www.linkedin.com/jobs/view/4072339851/?eBP=CwEAAAGVFpaVb4AQwepJJgv_CQaMtaK8hZ1SKaeQDmMy2V-K2uOtMQVX1OEcaAoW2NN-tcX5ACsSL1TYBVUSc4VTjvcXxKv3TKsrAtOjTWLBHNSbgGaqNDXAR06P292CoIkajUb_CmOOvL4pnUPAxXSyIqM0RPKrHm5rNRt2yxkmELQmFcYdVNq28bEEv-uZqOe-FmYUdrxNkRX0mW4iGmcJu9a5FYCG6rksuxgNbrPQHONjRfCcIs2QhEklWp8B8j3tektCzhBTkacEjGTvJ11PC2VT6cutq8hMTsljo6fhoF-Qpql-PbZ2PEO51y5O5u_NehHwD_egvf5Vpt5PzC1j0-3JbR9zQaxOrviqdZ1wfvbAsbTiRVXaGebUVhLyj27j1w2URqyfkw3SrIJonR_0-VwEHu-T-ichPqgzu7144K4riSXiTFFaaGfpsnSp-c0qRdu6QXSiRBp102YhICKd4cvBLXhp8IDhN7X9167QGDvzuwEUIfsnrtKydpyY0Rc&refId=lRZNRCy1UVEmLqecfLcfyA%3D%3D&trackingId=dLtB10bJXaBJ9myjTPWq8Q%3D%3D&trk=flagship3_search_srp_jobs,Principal VFX Artist,$60/hr,"Fantastic Pixel Castle is hiring a Principal VFX Artist in Los Angeles, CA. Required skills: Skills: Visual Effects, Art. This is a Remote role. Over 100 people clicked apply. Salary: $60/hr.","Los Angeles, CA",Over 100 people clicked apply,"Skills: Visual Effects, Art",Fantastic Pixel Castle,Remote,
1739841123-25,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Technical Materials ArtistTechnical Materials Artist,https://www.linkedin.com/jobs/view/3860872359/?eBP=CwEAAAGVFpaVb5HzSg_w2eUIKsxKPEZDSs0p-eOOsQBt-UOoyj2afcdj0mo36coJn5lAfmP3hmBerUo_uF-ynksN4qG4ui0sq9oC_VpAqb-ePP_ilkJrjaZueIhx849V46lb6cA07VgWINC7rdw5rJhouqPaoLKqUHyo0RF2zM7R8bzXzA9F-BKCETOkG33MfRDE3mtJ-uXOGJF-GVAHK1ekrGYnXtoTUsmWTeNOgIOsfPIdLuIUP61Qvjs9t7EUeWrZTmVXpO7FWCwtXCAGC3LontxUtmoszEPvrS4Z1YTu9r9FVvBk6xYqJ-T15FkNkCi_mW3PJCqis8Pxrd7RLZN6yGxV5sCv_Ghld6Ev0cRffZsdV1cY3Kb157CN3_9uUjAzMyjqB3SWcEca5hVfEt6ufKw0VbToTVO0BM-GZEmpKZ4NjrAWKfksbqrzUwIT3vxnGxBxsU1vhSbLA9Gj58e4uEH9xjEcnkC5xsTtsnDg2wJvH2Nh3gp6U8Z6nLd6IqoniNiLcw&refId=lRZNRCy1UVEmLqecfLcfyA%3D%3D&trackingId=QN8rXL6f0wWyhXrC57cwtw%3D%3D&trk=flagship3_search_srp_jobs,Technical Materials Artist,$55/hr,"Cloud Chamber is hiring a Technical Materials Artist in Novato, CA. Required skills: Skills: Texture Mapping, Art. This is a Hybrid role. Over 100 applicants. Salary: $55/hr.","Novato, CA",Over 100 applicants,"Skills: Texture Mapping, Art",Cloud Chamber,Hybrid,
1739841140-26,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Expression of Interest - Unreal Environment ArtistExpression of Interest - Unreal Environment Artist,https://www.linkedin.com/jobs/view/4119851380/?eBP=CwEAAAGVFpaVb_ASabl5X_H9pT9ptHqnCF6GuMslw4Tu7mZop6PW1s8fkQ5rkR8N0FIuaXI-Th7jnE_28b_f8y74ErsKGu0VW5BeQEo-cWnwW_N21LX2BgROE2wJt58ee7q8UWAB046QvPRsSuGOLYckd-DexdHwfP1esx2KreohH5mMhnSGOBN5u0nS3g8QwArqdkHjq8ktrJmprEn7R5rEnva8o89pw3hEyzUBYA4Pc8nMC_bfLfYwqkwa4ty3UBD0lTTnBRxoLbhypt-7taPvQU2p6xYIaoyY7KVpGZxnDZBx9AiYTWC8_jPyxf4HxFMn2Gx4Rh4Di7m-CqhRdBz6k7WtIrhyrLKD3Ay9q3-6LdNknpip4ZpgbI_LS-YLdlsSa3Hxom2JCdEukVSuiPfyONpEcBnM8UrWhLhfKis_38TXFeyw65Lh2MrRB3Rq30EgZ0bliF4mGztrGn1HXrGbcxaZayGR-77YeOQLAsH88O4vqoWcX6Qgy9XbFw&refId=lRZNRCy1UVEmLqecfLcfyA%3D%3D&trackingId=CHH9ar9AUWZWICqgQRPFGg%3D%3D&trk=flagship3_search_srp_jobs,Expression of Interest - Unreal Environment Artist,$75/hr,"AGBO is hiring a Expression of Interest - Unreal Environment Artist in Los Angeles, CA. Required skills: Skills: Unreal Engine, Art. This is a Temporary role. 69 people clicked apply. Salary: $75/hr.","Los Angeles, CA",69 people clicked apply,"Skills: Unreal Engine, Art",AGBO,Temporary,
1739841155-27,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Principal Environmental ArtistPrincipal Environmental Artist,https://www.linkedin.com/jobs/view/4149040427/?eBP=CwEAAAGVFpaVb99vJp3H762F6-eJDMf4gYUysK8cOf8rCI66I2mAxCB0NtUh2rSUBUduAC49YTCcNbT6-VjeYp_cVxPhSIBNQkrnv2FyQUdfhGRDYojhdl6ICYkg5tEBNUmBZ_BCxEaFTMPTYtb2p87X9zN7mEPFnfGNkefRxTUJcjS3l9x3ySjCoOQ6naw0bC8lG5tKkKO1H03sf1jIZ74ogfmsXJvTrUo98m3A9HeMhpplUEM8lGsvjm0xBYb3WHaQWR4cUcgiPwub_U9DMzeK0o22zZ5T8yGeLJlly6rRQiF0NhdsA_X0cEsszbmlkbuRw5o86w65RyBK2mo4j9ExqjZTEacUch24FtJlDyy9tSEBr4uFWL-LyGjUuqnv0aLz92BOn68hEMOZtywGB4bxtTkyKKW0L5UssArIhblwnRrZVuBUNyoLO1VxxzNTGB7lWpppTQmIyuGvo_mxB_xNCldYBj2BhNDjS38gOW6SWdYsgdWgzwXc2t6zx7ki2Nc5IQ6EEA&refId=lRZNRCy1UVEmLqecfLcfyA%3D%3D&trackingId=KBTt%2FnuWVfq1aPQnfa%2BEkA%3D%3D&trk=flagship3_search_srp_jobs,Principal Environmental Artist,$20/hr,"Atomic Arcade is hiring a Principal Environmental Artist in Durham, NC. Required skills: Skills: Game Art, Lighting. This is a Full-time role. 43 people clicked apply. Salary: $20/hr.","Durham, NC",43 people clicked apply,"Skills: Game Art, Lighting",Atomic Arcade,Full-time,
1739841171-28,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Senior Environment Artist+Senior Environment Artist+,https://www.linkedin.com/jobs/view/4131145187/?eBP=CwEAAAGVFpaVb2wT_L0mlAYwoC56xLD2n75URRO5XzZx0j_WyW1ARE2AI2hlXCcloozyouAJMbfa7wJLE-KELMrYmSpse5e5rDoiuhjUaNG8fzDhzUhpFWYUit2xpmq2fmVxoKmVw4bWmLa3H57MBBN4tjxE0n8dCFZWNSHOc_k6NA6_pZk6fpN3JDMxw4cw8gDjqwoDBIIaXkNckHk1WniSLMiSTsu7qSYB9wv1O9EX833msaAsDoF4ApZZhTahKnlYTlt9w14lOdlrmOnC6AKm6pzQC63xTVLem9nLo8da7S6hlV3u4iyWqG0K6OqaHavcL8qizrI-sZra-gsBjwznwdW45GuK6MobAwKJ_Facj0-UkcHJZlcYUOhuFJad9wZT_Ta3wDvYECN7Ag0nQdKq8WP8q01uD37Ap2X1rqrBZYWhsKv4Ga40YTgXv0gyqttuCzPYj7IKV24UGZBuJ3uqpdPbI2ZIvUgm-kbXKNgZWKN4hJd8dFqOcJl2hljc&refId=lRZNRCy1UVEmLqecfLcfyA%3D%3D&trackingId=7oge%2BRKDjrZGCUv99EREnw%3D%3D&trk=flagship3_search_srp_jobs,Senior Environment Artist+,$35/hr,"Lost Lake Games is hiring a Senior Environment Artist+ in Seattle, WA. Required skills: Skills: Art, 3D Modeling. This is a Full-time role. Over 100 applicants. Salary: $35/hr.","Seattle, WA",Over 100 applicants,"Skills: Art, 3D Modeling",Lost Lake Games,Full-time,
1739841201-30,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"3D Technical Artist 
    
    

3D Technical Artist with verification",https://www.linkedin.com/jobs/view/4065436109/?eBP=CwEAAAGVFpaVbzst_GueQe3r87RIeTenaqxeUyPQreZ72Zy3O7_J2LQXCgas1p8xEAWm7VFxyLbViXakiYP2fPx1p3fE9fSDgJEB61kElpKStJf0kmNIJmpBmn7Uzr6xFCBw57Cz8FGyTAgJJiMDXbS1StLqncWYosG0OyQs6FpRS2Vc9Z4KG21PfSbM43nUKMJFEev4Oj8kEBOTHLaph2pbqUZX5Ol2R30H7UQLut37bk17NevDCzXkxauKT9lKwXvMdXfgBVTnDbghcUcVKpoonWvhVklwPSaxNqXyCOw31yqUZCOHkXr82TbbYtdY3ld3nPgmN27qAl74L-aD2DsXDmaF-8KSkOUJcaf5-6Gn2VCYLTaup9LKm3nOie9Mjb_7xHiFXrFRmEUtmuLQd0Zj2w6objIH2-jcJEG0bh3v5V7vP1b7ECUNwik4aLXKudPEa33GeMuuwe3XltAEvyP_rYKrHozsTMtwrXIgOWHuZOtY4gqK-QWONcKc_-2N&refId=lRZNRCy1UVEmLqecfLcfyA%3D%3D&trackingId=wIuPBUW3w3sOsvOQWpFzlg%3D%3D&trk=flagship3_search_srp_jobs,3D Technical Artist,$40/hr,"HNTB is hiring a 3D Technical Artist in New York, NY. Required skills: Skills: HLSL, Virtual Design. This is a On-site role. Over 100 people clicked apply. Salary: $40/hr.","New York, NY",Over 100 people clicked apply,"Skills: HLSL, Virtual Design",HNTB,On-site,
1739841217-31,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"3D Designer - Content Creation 
    
    

3D Designer - Content Creation with verification",https://www.linkedin.com/jobs/view/4150682742/?eBP=CwEAAAGVFpaVb1uoORK1nfCAvQ6PJu9KAkoA0qietJSxw3NkZ7RrVrfCEqlArnTUVyIvVBH7LnfFrPm8ATpE8MhjoWwVfahFzM5-D1dQUGmOcku3yy05ozR0wG8C9zeKevLjRk3hicCrHneE2mYpzpD_mKuYRh2IV9jLMOCInm-lp60vDIcm8ESYwc-9Mm8-_hNAMx3Bu185Uhlws4nitcgEiTdBqgeO04nNKafycH4cS7fKXttWk_Ibr_7CFreVEQTR_7ofNijKOm5heXWwuCFlxRQEIWxr2Kn_CMGQLdr5N8uGTf6kbXMAW18kbRWlCITaDoEUgSlpfFvK_Kp-_6rrxAWfwBnB81Y5yJrTgv-Rh6ft5w-_x0Z1_BdImUMt2fC4TzAJEdATz1TO_2X5tN-CC40XJg2FYSCLUjDQvmUZ9kvvea-q5arRUOhrZR686atXUM5BRnej6dWELJ5KCtddbQfnpgDuU_PJ9B7oYTxdIo5f7pWmGnFlxRzx72CGZjzn1CxiWGdBDRg&refId=lRZNRCy1UVEmLqecfLcfyA%3D%3D&trackingId=wiDa0E2MCud6V3L4uuquSg%3D%3D&trk=flagship3_search_srp_jobs,3D Designer - Content Creation,$48/hr,"Skanska is hiring a 3D Designer - Content Creation in Orlando, FL. Required skills: Skills: 3D Animation, Animation. This is a Full-time role. 47 people clicked apply. Salary: $48/hr.","Orlando, FL",47 people clicked apply,"Skills: 3D Animation, Animation",Skanska,Full-time,
1739841246-33,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Principal 3D Architectural ArtistPrincipal 3D Architectural Artist,https://www.linkedin.com/jobs/view/4120403053/?eBP=CwEAAAGVFpZwwesqlkgzqqNf2xYqjFCk-n3J4BCK8R9ukzve18TqVcBgqtXSAMVnTNMW85jhvRgftSrFrfIm24i7RTgKVrzz_uaSpuW-Zm9MoaWtdxbxBRt-tsn9IQJ4CIfKg0t0qzjKWlKyaM023Lm0dwjt-nPWOPPEVx1t2CShw7qE89-i9KOgxhZQSQ2fni9s_y-FMtppdZqjw3C2zFwF8DzLLDGEc4N0hKgffCWqGsqrD5QnZfg181ksuqVXy0jNwwJaLrzS0UHbzz8UQqdVleq8ryXJ6kvMPcEEelWkHpuCW95NUn1N0knYix3wOwqH3kQ2Zq3fhwwb8lKjm-jmcsLzkH57Y2CEYZFHKAOGcwyS7hlVZpgjnOWboM7cQHL5h0lo1mMkl2ckHrywHRFlfuoE94y37UFKKJVDMbiEgb1Z0ellGQKrbd9G1QK0pLBrsQC60-7BmsCGbJAbgSzocgk4C09p-e5PRmyAcN0SJAc_3xHPtEAzd87mwe9h9MS8XQ&refId=ty86B4I4Z229K%2Feds%2Fshkw%3D%3D&trackingId=Wh82SYIKvCx2xqesNEgdTg%3D%3D&trk=flagship3_search_srp_jobs,Principal 3D Architectural Artist,$43/hr,"VVater is hiring a Principal 3D Architectural Artist in Austin, TX. Required skills: Skills: 3D Modeling, Attention to Detail. This is a Full-time role. 42 people clicked apply. Salary: $43/hr.","Austin, TX",42 people clicked apply,"Skills: 3D Modeling, Attention to Detail",VVater,Full-time,
1739841262-34,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Technical Artist III- Realtime Graphics 
    
    

Technical Artist III- Realtime Graphics with verification",https://www.linkedin.com/jobs/view/4141167754/?eBP=CwEAAAGVFpZwwfgN2Wii1vult5AbfNebzmtjO40RSXm9flFVH6miQ70Px_krxBZDesvISuL8NgE2ct-b0Dh_0C8BtkHX7qi1h2ZhT_OutIW5TriA9g0flX1QSTWKsF5BHqd71ucJMyNXAFiQSCiLMDecbKcjC7WxKhw2aY1PoxZW4LH174IxqXlal8Ult2iE2RRrGUcc0ZWIckpxQoJ2XJVUigNIRQAjMfIosDNqmxEURDGO-LuNzfiooDXrEyt0PU9EMTw4x43rhEZMrMV6PC5PKQoM-H4MfQOD0wdf09-2spjAyU2TpUqcDOAqHfoDgi2b4roE0Whf8sJWRCMj1UCfx13vbFzPjwcwsXHcqnve0lhdCK78LaTvy4n006Bly6pGVXCWHZLcoOTYx9UA_b4E5qS9QpUBag4d8beIc0k171-bGaa-HDB3Sl2W0Te1GjYCTUiSeJZJHWCPEYUJbiP2ghUgC186lnhLrlaytLQeDPk_ymwIJnPXeyLrOp5rl8ilG_Eg7769&refId=ty86B4I4Z229K%2Feds%2Fshkw%3D%3D&trackingId=2TEFCoFIJLgDeIhGt7hmew%3D%3D&trk=flagship3_search_srp_jobs,Technical Artist III- Realtime Graphics,$65/hr,"Arthrex is hiring a Technical Artist III- Realtime Graphics in Naples, FL. Required skills: Skills: Mathematics, Animation. This is a Full-time role. 19 people clicked apply. Salary: $65/hr.","Naples, FL",19 people clicked apply,"Skills: Mathematics, Animation",Arthrex,Full-time,
